asin,battery,button,cable,call,car,case,charge,charger,color,cover,day,design,device,fit,get,hand,headset,iPhone,issue,life,look,lot,mount,order,phone,place,plug,pocket,power,price,problem,product,protection,protector,purchase,quality,review,screen,side,size,something,sound,thing,time,unit,use,volume,way,work
B002HJBM04,0,0,-2,0,0,0,6,12,-1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,2,4,0,4,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,9
B002HX2AYM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,2
B002JIO4JY,18,4,1,4,4,7,3,3,1,1,8,0,8,0,7,3,0,6,3,13,5,2,0,2,63,0,0,4,2,2,2,1,0,0,0,2,5,17,1,2,5,0,2,9,0,18,0,8,13
B002KCZJ3E,0,3,0,0,0,3,0,0,0,6,0,0,0,4,2,1,0,3,-1,0,1,1,0,4,23,0,0,0,0,12,1,9,2,15,2,4,1,24,1,0,1,0,2,12,0,5,0,1,11
B002L6GFBE,3,2,3,0,0,0,0,0,0,2,0,1,8,1,3,1,-2,3,0,0,1,0,0,2,14,3,2,0,12,5,1,0,0,0,0,11,0,0,4,0,-2,17,0,0,2,8,13,1,9
B002L6GFCI,0,2,5,13,0,1,6,8,0,0,1,6,0,4,1,1,17,0,0,1,6,3,0,0,7,3,5,1,3,14,0,2,0,0,0,28,0,0,0,0,4,19,4,4,3,7,7,2,14
B002LE8CV2,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,0,1,0,0,0,0,2,3
B002LI4JTW,-3,0,0,-1,-2,4,-1,-3,0,-2,1,0,0,1,0,0,0,0,0,0,-1,0,0,0,-2,0,-1,0,0,0,0,0,1,4,1,-1,0,0,0,0,-1,0,0,0,0,2,0,0,2
B002LZDK7W,2,2,2,0,0,1,6,4,0,1,0,1,4,0,1,1,2,2,0,0,0,0,0,0,7,2,2,0,1,2,0,1,0,0,0,3,1,0,1,0,0,6,1,3,0,2,3,1,12
B002M3110G,0,0,0,0,0,8,0,0,0,1,0,3,0,-1,0,0,0,7,0,1,1,0,0,0,0,1,0,1,0,1,0,3,0,0,-1,2,0,1,0,1,1,0,1,1,0,1,0,1,4
B002M3TLLC,5,3,20,4,12,164,234,32,0,11,7,16,79,11,12,5,2,53,5,2,19,12,0,9,308,24,49,8,52,13,7,54,7,1,11,3,5,1,9,5,15,1,23,26,6,60,4,34,58
B002MZZSEO,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,4,0,0,1,0,0,1,1,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3
B002N8NXSI,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3
B002NLTVZO,2,6,3,5,3,1,4,1,0,0,5,2,4,2,1,0,15,0,2,3,3,4,0,2,11,4,1,0,1,4,1,5,0,0,1,14,1,0,1,1,4,5,5,9,2,3,7,1,14
B002PA0BC0,0,0,0,0,1,9,0,0,12,0,1,0,0,0,0,0,0,4,0,0,4,1,0,6,4,0,0,0,0,1,0,1,2,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
B002PU9U0O,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,1,1,0,-1,0,0,0,3,0,0,0,1,0,0,-1,0,0,0,0,1,0,0,1,0,0,1,0,2,0,1,0,2,2
B002PY7P2K,4,3,2,7,2,0,8,1,0,0,3,4,5,2,2,1,18,3,1,3,3,1,0,1,10,0,-1,0,4,3,5,8,0,0,1,9,4,0,3,0,0,20,3,14,4,13,11,4,11
B002Q6GGZO,0,1,0,1,1,2,0,0,4,0,0,1,1,0,0,2,0,9,1,0,2,0,0,1,1,0,0,1,0,2,1,1,0,2,0,1,0,10,0,1,3,0,1,5,0,9,0,1,5
B002R0DWTM,3,3,0,1,0,3,0,0,0,0,1,0,1,1,0,0,4,3,0,1,1,0,0,0,8,1,0,1,0,4,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,2,1,1,4
B002RL8TFS,12,7,1,9,11,6,9,1,0,2,1,0,5,3,7,3,30,2,2,4,1,3,0,4,28,2,1,2,-1,7,2,8,1,0,5,3,2,0,1,8,3,8,12,9,2,16,10,4,27
B002S0OCHM,6,2,0,3,0,0,0,1,0,0,6,4,11,1,7,1,0,3,3,1,5,6,0,0,78,3,3,2,5,0,6,2,0,0,1,5,4,22,0,3,6,1,1,20,0,14,1,11,14
B002SNCS7A,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,1,1,0,1,0,4,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,3
B002SUCYFO,1,2,0,3,0,4,0,4,0,1,2,0,2,3,1,1,4,0,0,1,0,0,0,1,8,0,0,1,2,1,3,1,0,0,0,8,0,0,2,2,1,3,2,3,0,3,7,0,3
B002SXRS6G,0,0,7,1,0,1,9,4,0,2,0,1,1,0,0,0,0,0,0,-1,1,-1,0,1,7,0,4,0,1,3,0,5,0,0,1,0,0,1,0,0,1,0,1,2,1,3,0,0,6
B002TT05UU,2,4,2,0,0,0,3,0,0,-1,2,0,1,0,2,1,1,4,0,3,0,0,0,1,6,0,0,1,0,1,1,1,0,0,0,5,4,0,0,0,0,1,0,1,2,1,2,0,6
B002TZAAT0,0,1,-3,3,3,1,1,0,0,1,0,0,1,0,2,1,8,2,1,1,3,1,0,9,12,1,0,0,0,13,-1,1,0,0,1,3,0,0,0,0,1,4,2,-1,1,7,1,3,12
B002UD4LQ4,1,0,0,5,0,1,0,0,0,1,3,0,0,0,8,0,0,0,3,0,3,2,0,0,38,1,0,0,0,0,4,0,0,0,2,1,0,4,0,0,0,1,5,10,0,4,0,1,6
B002UNKGMC,0,0,1,0,0,0,2,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,1,1,0,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,1,2
B002UP5P8A,0,0,6,0,0,0,8,8,0,0,0,0,4,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,5,1,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,3
B002USWA80,0,0,2,0,0,0,16,3,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,1,9,0,4,0,0,1,0,3,0,0,0,0,2,0,1,1,1,0,1,1,0,4,0,0,2
B002V0SSC4,0,0,7,0,0,7,7,1,0,0,0,0,4,4,0,0,0,8,0,1,0,0,0,0,1,0,0,0,1,2,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,4,0,3,6
B002VWJZ42,8,3,0,7,3,3,5,0,1,0,5,1,7,2,7,2,0,1,0,6,5,5,0,0,44,2,0,0,1,0,2,0,0,0,0,0,4,2,1,1,2,0,4,6,3,26,1,2,8
B002WB2P76,5,4,10,6,3,13,21,4,2,0,3,5,2,6,4,-1,2,0,1,0,4,2,4,2,50,4,6,0,10,4,0,5,0,0,4,2,1,10,5,4,2,2,1,4,2,15,1,6,22
B002WN2JJ8,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1
B002YESWOQ,0,2,0,-1,8,1,1,0,0,0,0,2,1,0,3,0,0,3,0,0,2,2,14,0,23,0,0,0,0,-1,0,6,0,0,2,4,0,1,2,3,1,1,4,-1,1,3,0,3,5
B002YGYOBY,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,3,1
B002YKXIQC,0,0,0,0,0,1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B002ZCW91Y,0,1,0,3,0,2,2,1,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,1,45,0,0,0,0,10,0,0,0,0,4,0,1,0,0,0,1,0,0,9,0,9,0,1,5
B002ZF13KY,2,2,0,0,0,25,0,3,0,2,0,1,0,2,1,2,0,0,1,0,2,3,0,1,15,0,3,1,0,0,0,1,5,4,1,0,2,3,2,2,0,0,2,3,1,1,1,0,5
B002ZI1P1S,0,0,0,0,0,4,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,7,0,0,1,0,0,1,2,2,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
B002ZJ5EDC,0,1,0,20,0,2,1,0,1,1,2,0,0,0,2,0,0,5,1,1,3,1,0,4,35,2,0,0,0,4,0,5,0,0,5,2,7,1,0,0,2,1,0,4,0,8,1,2,9
B002ZUN7XU,0,0,0,0,0,4,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0
B00309MYY8,0,0,0,0,0,1,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
B0030C4K8I,18,15,0,12,11,2,13,1,0,3,2,8,9,9,7,3,33,3,2,12,-1,3,1,2,50,1,3,5,1,13,2,13,0,0,3,26,5,0,0,-1,5,10,7,22,12,25,6,5,35
B0031FVRBM,0,0,0,0,0,11,0,0,0,0,1,0,0,4,2,0,0,0,0,0,0,0,0,1,6,1,0,0,0,2,0,3,1,3,1,0,0,2,0,0,2,0,0,0,0,0,0,0,3
B0031QU9HY,-1,2,0,0,3,34,2,0,1,18,1,2,0,4,0,1,0,0,2,0,0,1,1,3,6,6,0,2,1,3,2,3,2,1,4,2,0,1,5,0,1,0,-1,3,0,7,1,2,6
B00322CM04,3,4,1,2,0,24,3,0,0,5,0,6,0,0,4,0,0,0,0,1,1,1,0,1,13,3,0,0,0,0,1,3,2,0,0,3,2,7,3,0,2,1,1,1,3,5,0,4,2
B0032DC0QO,0,2,2,4,0,2,0,0,0,1,0,3,0,0,2,0,0,0,0,0,0,1,0,3,48,0,1,0,1,2,2,0,1,0,0,1,1,0,1,1,1,0,5,2,0,8,4,4,7
B0032DQQX2,0,3,0,0,0,61,2,0,3,10,1,4,0,6,4,2,0,6,1,0,13,4,0,3,33,1,0,2,1,9,2,9,9,5,4,4,1,3,3,1,2,0,3,4,0,2,0,4,2
B0032FC5LM,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
B0033ETD3U,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,1,0,0,3,0,0,0,0,4,6,1,0,0,0,7,1,5,0,7,-1,1,0,14,8,6,2,0,1,4,0,5,0,0,5
B0033WSDV0,3,5,2,1,11,3,26,1,0,0,0,0,8,1,4,2,1,1,2,0,0,1,3,2,10,0,0,0,4,2,4,2,0,0,0,5,0,0,1,0,0,3,5,6,10,6,6,2,7
B0034ZPC7Y,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,3
B0034ZPCW4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
B0035WP4YC,10,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6
B0036255ZE,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,2,1,2,0,0,0,2,0,0,0,0,2,2,0,0,1,3,1,1,1,0,0,3,3,4
B00362X4CU,20,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
B0036BNRGY,0,0,2,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
B0036VNU0C,0,0,0,1,2,1,0,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
B0037KC9PO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,-3,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,1
B0038C3DFG,0,1,0,0,0,12,0,0,2,3,0,1,0,0,0,0,0,0,0,0,1,1,0,0,7,0,0,2,0,1,0,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1
B0038YYSN0,0,0,0,0,0,27,0,0,0,0,2,1,0,1,1,0,1,0,0,0,0,2,0,0,18,0,0,0,0,11,1,5,0,0,0,4,1,1,3,0,0,0,2,1,0,4,0,0,9
B0039SWKKI,0,0,0,0,0,1,0,0,0,1,1,0,1,1,-1,0,0,0,0,0,0,1,0,0,6,1,0,0,0,0,1,2,3,0,0,0,0,1,0,0,0,0,-1,0,0,1,0,0,0
B003AKLJDY,11,0,12,0,0,1,14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,-1,1
B003B2GZWQ,0,0,0,0,0,16,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,1,0,0,0,0,3,0,2,0,1,1,0,0,0,0,2,2,0,0,0,0,0
B003B5YRZK,0,2,0,0,0,29,2,1,4,8,2,2,1,2,3,0,1,1,0,1,4,2,0,2,17,2,0,5,0,1,1,3,2,2,-1,4,0,4,0,0,1,0,2,2,0,2,2,1,0
B003BMMVDS,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,4,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,2
B003BNZD3C,0,0,1,0,1,0,0,2,0,0,1,0,2,0,1,0,0,1,0,0,1,1,0,0,12,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,0,0,4
B003D29KVM,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,6,0,0,1,0,1,0,2,0,0,0,3,0,0,0,0,2,0,1,0,0,1,0,0,0
B003DGH998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
B003DKL4MC,0,2,0,1,0,0,0,0,0,0,0,1,0,0,2,4,6,8,1,0,3,0,0,4,28,1,2,0,0,0,1,3,0,0,0,1,0,0,0,0,2,0,0,0,1,4,0,1,9
B003DM4KLW,0,0,2,0,0,6,2,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,0,1,12,1,1,0,2,1,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,4
B003DTLV8K,0,-1,9,3,0,2,1,0,0,1,1,3,1,7,5,-1,20,10,0,1,3,-2,0,2,18,1,5,1,0,7,3,1,0,0,0,14,1,0,1,7,3,16,0,8,0,12,7,2,13
B003DZ13P0,2,0,0,0,0,13,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,2,0,3,0,0,1,2,0,0,0,2,0,0,2,0,0,0,0,0,0
B003E1XYRS,0,6,0,0,0,18,0,0,5,1,1,2,0,5,1,1,0,1,0,0,2,0,0,3,12,0,0,0,2,3,1,0,1,2,1,0,0,2,0,0,0,0,1,0,0,3,3,2,2
B003E3HPD0,3,0,29,0,3,2,8,10,0,-1,2,0,2,3,1,1,0,0,1,1,3,0,-1,1,28,1,10,2,1,2,3,2,0,0,1,2,1,-1,7,0,-1,0,2,4,0,5,2,4,7
B003EWA740,0,0,0,1,0,-2,0,0,0,1,1,0,1,0,0,1,0,0,-1,0,1,0,0,0,7,0,0,-1,0,0,1,3,0,4,0,0,2,6,0,0,-1,0,3,2,0,-1,0,0,1
B003FMO4VG,0,0,2,0,0,5,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,1,1,0,0,0,2,0,0,0,1,0,0,0,1,0,2,0,0,2
B003FO2FYC,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-1,3,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
B003H83XP6,1,3,0,4,2,0,0,0,1,0,1,1,1,1,2,0,2,0,1,0,1,2,0,0,8,0,0,0,1,0,1,4,0,0,0,6,0,0,1,2,1,4,2,4,8,7,1,2,5
B003HC8F3W,1,5,0,2,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,39,0,0,1,0,0,2,0,0,0,2,0,0,2,0,0,1,0,0,2,0,4,1,1,1
B003I8PLNW,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
B003IRKY08,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
B003IVSDJ8,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,2,0,0,3,5,2,0,0,1,1,1,2,0,0,0,1,0,3,1,0,0,0,1,3,0,1,0,1,10
B003JTHMSM,0,0,0,0,3,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,1,0,3,0,1,0,0,0,0,0,1,1,0,3,0,0,4
B003K36VJI,0,1,0,0,1,10,0,1,0,3,1,0,0,0,1,0,0,1,0,1,0,0,0,0,9,1,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,6,0,1,1,2,0
B003KPEPTE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,8,0,0,1,0,0,0,0,1,0,0,2
B003KWIIIG,0,0,0,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
B003M2Y4AK,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,2,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
B003MS83KG,0,0,0,0,0,1,0,0,1,0,1,0,-2,-1,-1,0,0,1,3,0,0,2,1,0,2,0,0,0,0,0,0,1,0,0,0,-2,1,0,0,1,0,0,0,2,0,1,0,1,5
B003MUXRPU,0,0,0,0,0,23,0,0,5,2,0,2,0,4,0,1,0,0,0,0,4,0,0,1,16,0,0,2,0,2,0,2,3,0,0,1,0,0,0,0,0,0,-1,1,0,0,0,0,0
B003MZ6450,0,0,0,0,0,1,0,0,0,1,1,0,0,-1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,1,4
B003N3J6BU,9,11,1,8,9,1,6,2,0,1,2,2,30,0,3,3,3,4,0,5,3,4,0,0,87,1,0,1,2,2,6,6,0,0,1,2,4,0,0,2,7,7,17,17,-2,13,2,8,25
B003N7N77U,1,4,0,0,0,40,0,0,7,1,0,0,1,2,0,0,0,0,0,0,5,0,0,2,9,0,0,2,2,1,0,0,5,1,0,0,2,2,2,0,0,0,0,1,0,2,2,0,1
B003NPYON8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
B003NQ5NWI,0,0,2,3,-1,3,0,0,0,1,4,1,7,0,7,1,0,1,4,0,0,2,4,0,19,1,0,0,1,0,0,1,0,0,2,1,0,0,1,1,1,0,5,5,3,8,0,1,10
B003NQ7RZY,1,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,8,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0
B003NY7CVU,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
B003OQUD9A,0,1,0,0,0,25,0,0,2,1,0,1,0,3,-1,1,0,5,0,0,5,4,0,0,7,0,0,3,0,1,0,-1,5,2,1,0,0,7,-1,0,-1,0,0,0,0,0,0,0,0
B003OZGC2S,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4
B003P6DGMK,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,5
B003PO65UW,1,0,0,7,6,0,5,0,0,2,1,1,1,3,2,1,12,0,1,2,1,1,0,2,9,0,1,2,0,2,3,1,0,0,0,6,0,0,0,0,0,2,1,7,1,8,7,4,7
B003Q6CSVE,0,0,2,0,1,1,7,0,0,0,0,0,1,0,0,0,1,1,1,0,0,-2,0,0,-1,0,-2,-1,-1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5
B003QOOVIO,0,1,0,3,2,60,0,0,0,1,0,0,0,2,1,4,0,6,1,1,7,0,0,1,23,3,2,0,1,2,1,4,5,6,0,9,1,8,1,0,0,0,3,2,0,4,0,3,1
B003QUQ2DA,0,0,0,0,0,1,0,0,0,0,1,0,0,3,2,0,0,0,0,0,1,1,0,2,9,2,0,0,0,3,0,5,0,5,1,1,0,10,0,0,0,0,0,1,0,4,0,0,7
B003QXB7IC,0,0,3,0,1,13,1,0,0,0,1,-1,0,1,0,0,0,3,0,0,1,2,0,0,6,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,2,0,1,0,1,0
B003RDWZBY,0,0,0,0,0,0,0,0,1,5,3,0,0,0,1,1,0,0,0,0,2,0,0,1,6,0,0,0,0,2,1,7,0,6,-1,0,0,11,0,0,2,0,2,2,0,2,0,0,1
B003RRYAM2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,2,0,0,4,0,0,-1,0,1,0,0,0,0,0,4,1,0,3,0,0,7
B003THJQVU,0,0,0,0,0,0,0,0,0,0,0,1,4,1,3,0,0,4,0,0,0,0,0,0,8,4,0,0,0,2,3,7,0,1,0,0,2,1,1,1,5,0,0,4,0,4,0,2,5
B003TW77KC,5,1,2,0,46,16,39,58,2,1,3,0,4,5,2,0,0,15,1,0,8,7,0,4,39,2,15,0,1,31,2,22,0,0,5,8,2,0,0,0,1,0,5,18,0,9,0,1,64
B003TWOE6W,1,0,0,0,0,9,0,0,0,-1,1,0,0,0,0,0,0,0,1,0,2,1,0,0,3,0,0,0,0,1,0,1,3,0,0,2,0,0,0,0,2,0,-1,2,0,0,0,0,0
B003TXSKNE,12,4,1,5,0,5,2,1,2,1,6,1,8,1,5,4,1,2,4,7,4,3,0,0,84,1,0,1,1,1,3,1,0,0,1,5,2,19,0,1,3,3,6,9,0,13,0,5,10
B003TXZDNO,0,0,12,0,0,0,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,3,0,0,0,0,1,0,0,3,1,0,0,0,0,2,0,1,0,0,3,0,0,5
B003TYCXFE,0,0,0,0,6,-1,5,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
B003U0K26O,0,1,0,0,0,10,1,0,0,1,0,1,0,2,0,1,0,1,0,0,2,0,0,0,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
B003U4TLL2,0,0,2,4,0,1,0,0,0,1,0,2,2,0,1,0,0,0,2,0,0,1,4,0,9,6,0,0,1,1,1,0,0,0,0,1,3,0,2,0,2,1,3,2,11,2,0,0,13
B003U66O74,0,2,0,0,0,12,0,0,0,1,1,0,0,1,1,1,0,5,2,1,1,0,0,1,7,1,0,2,0,1,2,0,0,0,0,1,0,0,5,0,3,0,0,1,0,3,0,2,0
B003U6Y8UY,0,0,0,0,1,2,0,1,0,1,0,0,0,1,1,3,0,6,-1,0,0,1,3,0,3,0,0,0,0,1,2,0,0,0,0,1,0,1,1,0,0,0,1,0,0,3,1,0,6
B003UBEATI,0,0,0,0,0,32,0,0,0,2,1,0,-1,0,2,0,0,6,0,0,1,0,1,1,11,0,0,0,1,2,1,6,2,0,6,1,1,6,0,0,1,0,2,4,0,1,0,2,3
B003UBLX4S,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,3,0,0,0,3,0,0,0,0,1,0,2,0,1,0,1,0,7,0,0,0,0,1,0,0,0,0,0,0
B003UC93WQ,2,0,55,1,8,5,59,14,1,0,2,0,8,6,6,0,0,28,4,2,3,1,0,16,26,3,17,1,1,26,3,28,0,0,7,9,2,0,4,1,6,0,3,15,1,17,0,9,44
B003UD9ETW,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,4,-1,1,0,2,0,1,1,7,0,0,0,0,0,3,0,4,0,1,3
B003UE0IEQ,0,0,0,0,0,4,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B003UO9Y9G,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,3,0,0,5,1,0,2,8,1,0,0,0,0,1,3,0,11,2,1,0,10,0,0,0,0,-1,3,0,4,0,1,0
B003V555K6,0,0,0,0,0,2,0,0,1,3,1,0,2,0,2,1,0,1,0,0,2,1,0,2,1,2,0,1,0,10,0,3,2,15,1,0,0,10,-1,0,0,0,0,4,0,1,0,0,5
B003VC8X8U,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,2,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1
B003VIWHZO,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,1,-1,-1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
B003VIWI08,0,3,0,0,1,26,0,0,0,4,0,1,0,2,4,1,0,0,1,0,2,1,0,1,17,1,0,0,0,1,1,0,5,0,1,0,2,3,4,0,0,0,0,2,0,1,1,1,1
