asin,helpful,overall,reviewText,reviewTime,reviewerID,reviewerName,summary,unixReviewTime,title
B00001W0EQ,"[0, 0]",5,"I've been using one of these for years!  I replace it with a new one when the old one wears out.  The mic is always strong enough to pick up my voice, and I never have complaints about people not being able to hear me.  The ear-pad is comfy, and I occasionally forget I have this on.  The best part is the adjustable amplifier - if I have distortion from the sound out of my cell phone, I can increase or decrease both the output from the cell phone itself and the amplifier on the headset, and I usually can maximize the sound and minimize distortion.  I don't have to hold anything with my hand to get the conversation through.","03 23, 2010",A2W3CVBKM239H5,Mason J. Rourman,Great headset!,1269302400,Plantronics Mobile Convertible Headset M175C (Discontinued by Manufacturer)
B00001W0EQ,"[1, 1]",5,"Love this type of headset.  I use one at work every day, so I got one for home too.  I hate things &#34;in&#34; my ear, so this quality over-the-head type keeps everything where it belongs and I can wear it for hours with no pain or irritation.  Comfortable and lightweight.  Doesn't even mess up hair.  It includes a leatherette &#34;cup&#34; for the ear speaker, but I usually don't even use it, finding it comfortable even without it.  It converts to an &#34;ear hook&#34; type also, but I don't find that very useful.  The inline volume control and mute is nice, although a bit large and heavy.  Great sound quality","01 21, 2013",A1F8F5LZ9GCHSB,"MD ""MD""",Plantronics Quality and Comfort,1358726400,Plantronics Mobile Convertible Headset M175C (Discontinued by Manufacturer)
B00001W0EQ,"[0, 0]",3,"This headset works fine, but I expected somewhat better sound quality for the price. Also have not been able to get it to work with my Samsung Galaxy, I'm guess that was an issue with the 2.5 to 3.5 mm plug adapter I got since it works fine with my panasonic cordless phone. Not sure if this would allow you to initiate a call on the cell phone, however, which is what I am really looking for from a headset since bluetooth headset sound quality is so poor.","03 24, 2012",A3AZUX1EW379D0,M. Nolan,Expected more for the price,1332547200,Plantronics Mobile Convertible Headset M175C (Discontinued by Manufacturer)
B00001W0EQ,"[1, 1]",4,"I bought this for its durability, but the sound quality was pretty low/poor; volume was low too.","03 3, 2006",A3H6NNGCINPLEC,Penetralia,"Durability, but Low sound quality",1141344000,Plantronics Mobile Convertible Headset M175C (Discontinued by Manufacturer)
B00001W0EQ,"[1, 1]",4,"This is a decent quality headset and sound quality from the ear piece is standard Plantronics quality (i.e. very good). The 2.5mm jack means it won't fit on some mobile phones (this is smaller than a standard headphone jack), but for my Blackberry it's great (both 8820 and Pearl). As a bonus, I also use it with my XBOX 360 controllers (both with the attached messenger keyboard and without) for online gaming. Some people have observed that I sound a little distant with this headset while plugged into the wireless XBOX controller, but repositioning the mic to be as close to my mouth as possible fixes it.There is an adjustable mic sensitivity switch on the plug, but this doesn't seem to make any difference to people at the far end of the conversation.It's held up quite well over the past few years, being stuffed in bags and traveling around. It's not as cool as the wireless headsets (bluetooth etc) but it doesn't take batteries, doesn't have to be recharged and isn't subject to interference. I'll buy it again if/when this one finally dies.","03 3, 2010",A1OPKNO7IXWV27,R. Southern,Headset for multiple uses,1267574400,Plantronics Mobile Convertible Headset M175C (Discontinued by Manufacturer)
B00001W0EQ,"[2, 2]",5,I love the product even though I messed up and didn't know I needed a 3.5 so had to purchase adaptor.  I had a small issue that was my own fault and this company was outstanding with customer service.,"01 27, 2011",A317QVSSNIOPMU,schultz f,Make sure you know its a 2.5 jack not 3.5,1296086400,Plantronics Mobile Convertible Headset M175C (Discontinued by Manufacturer)
B00001W0EQ,"[1, 1]",2,"Excited about this based on good reviews, but did not have the same experience.Tested on my Nexus S cell phone, person on the other end complained about static and poor quality sound.  I unplugged headset and switched to using my cell, and they said the problem went away, so unfortunately problem seems to be with this headset.Also, just FYI, this does not come retail packaged, but shows up in a plastic bag with no instructions.  Not a problem for me, but makes me wonder where these are from and the quality.","04 16, 2012",A1BHU6FHSC0BJF,Skyline,"static, poor sound quality",1334534400,Plantronics Mobile Convertible Headset M175C (Discontinued by Manufacturer)
B00001W0EQ,"[0, 0]",5,These have great sound and my voice is clear to other parties. The volume switch and mute slider work well and it has lasted for some time.,"06 17, 2014",A15ZWZKUIPUUVH,T. Sheridan,One of the few headsets that work with my cordless phone,1402963200,Plantronics Mobile Convertible Headset M175C (Discontinued by Manufacturer)
B00001W0ET,"[5, 5]",5,"I've been buying these headsets for several years, recommending them to friends and associates and now I'm buying them as gifts for the headset challenged. You know, people who literally have pains in their neck from clamping a phone between their head and shoulders.These are wonderful headsets. I've used them with a variety of cordless and cell phones. As long as you have a 2.5mm socket, you're in business. Audio reception is excellent even for those like me with moderate hearing loss. And the microphones are simply top-notch.I've had only one break and that was because I crammed it into a travel case - and I mean crammed. With regard to ordinary daily abuse, these hold up well.All in all, an excellent value.Jerry","09 29, 2007",A680RUE1FDO8B,Jerry Saperstein,Great headsets,1191024000,Plantronics M110 Mobile Headband Headset (45628-51)
B00001W0ET,"[22, 25]",2,"I've tried and returned at least 5 headsets ranging from $15 to $150. This one was typical of the others that I returned, low volume on the earpiece and low quality microphone. I finally ended up with a Panasonic TCA60 for about $19 which is very loud and sounds great on both ends. It's nothing fancy, no volume control and no mute, but who needs that when you can accomplish the same thing with your phone. Price does not determine sound quality. I recommend this product.","08 28, 2006",A358I6SOTXBL1F,Ron,Hard to find a good headset,1156723200,Plantronics M110 Mobile Headband Headset (45628-51)
B00001W0ET,"[3, 3]",4,"A nice change for me - having a headset that doesn't slip and slide, fall out of my ear, or buzz. My favorite feature is the button that controls the sound level the recipient of my call experiences. The only time is doesn't work well is when the listener is also wearing a headset, and even then, I suspect that it is the fault of the listener's headset and not mine.","09 19, 2004",A3M7BCQKSQAK4L,"Sally ""Sally""",I like this!,1095552000,Plantronics M110 Mobile Headband Headset (45628-51)
B00001W0ET,"[4, 4]",2,"The only problem with this headset is that people you are talking to will have trouble hearing you.  This is pretty important to me, so I only give it 2 stars.  I have used it extensively with both my cell phone and my cordless phones at home with the same problem.","05 5, 2004",A11I1I9QLMAM1A,S. Power,good except for the microphone,1083715200,Plantronics M110 Mobile Headband Headset (45628-51)
B00001W0ET,"[0, 0]",2,"I don't think this will last very long.  I was thinking of deploying this in a call center environment, but I don't think it would last very long.  Plus, the cord is too short for desktop use.","06 9, 2008",A2F3NIU0ZFL1X,"Tom ""Tom""",Feels very flimsy,1212969600,Plantronics M110 Mobile Headband Headset (45628-51)
B000056PYW,"[1, 2]",5,"I like this Jabra earboom so much that I have purchased 6 of these so far.  And that is my biggest complaint, is their poor quality of workmanship.  They work well but just don't last.  Granted, I'm a road warrior and my earbooms probably go through more abuse than a casual user.  The reason I keep buying them is the audio quality is fantastic and the fit within my ear is solid.  I keep two spares on hand at all times so as soon as one fails I can throw it away and move on.  At this price, I can afford it.  Also, Jabra customer services is great.  I lost the windscreen for the boom mic once and an email to them got me a set of windscreens in my mailbox, no charge.","10 4, 2002",A2BH04B9G9LOYA,Alex P.,Wonderful,1033689600,Jabra EarBoom for phones with Universal 2.5mm Jack (Discontinued by Manufacturer)
B000056PYW,"[4, 6]",2,"The gel inserts on the Jabra is quite uncomfortable, at least for me.  It's a bit hard to make the earbud stay in my ear, and forget about jogging wearing this.  Also the insert comes off very easily, and if a friend wants to borrow it and has different size of ears, you need to find the other sizes of the insert.  Sound quality is mediocre, as callees often complain about wind noise from my end.  I'm not happy with these.","02 25, 2004",A5JLAU2ARJ0BO,"Gadgester ""No Time, No Money""","Not comfortable, inconvenient",1077667200,Jabra EarBoom for phones with Universal 2.5mm Jack (Discontinued by Manufacturer)
B000056PYW,"[13, 14]",3,"Jabra makes, by far the best hands-free devices on the market.  This particular model, the EarBoom, is not with it's faults.  However, it will meet your needs for the most part if you figure out it's peculiarities.Jabra provides multiple ear gels for comfort and for left ear or right ear use.  The criticism that they are hard to get used to is valid.  You have to try putting them in different ways till you figure it out.  The instructions are not a substitute for trial and error I suppose.As for the hands-free jack on your phone, you have to make sure you have a 2.5 millimeter jack.  That is the one with 2 stripes on the plug.  Unfortunately, a specific compatibility list is hard to come by.  Look at the specs for your phone and give it a try.The microphone will capture sound just fine, despite the short arm.  If you find people are telling you your voice is muffled, you must slighly twist the microphone head.  I have found that sometimes, if it is at the wrong angle, it will not capture sound as well.  The arm is flexible enough that it can be adjusted slightly.I also prefer the EarWave Boom or the EarWrap, which have wraparound ear attachments and a slightly longer more solid arm.  The Jabra EarWave Bud doesn't have a microphone arm, but instead has the small mic on the cable with a clip to attach it to your tie.  Personally I don't like those models.  I have not found much difference in sound quality, though the EarWave Boom and the EarWrap are somehow easier to figure out.For difficulty of use and for a microphone arm style that I just don't like, I have docked this unit 2 stars.  It should be noted that none of Jabra's newer models have this microphone arm any longer  But this is good bang for the buck.  Try other higher end models if you are more demanding, like I am, and are willing to spend the money.","02 4, 2005",A17BUUBOU0598B,"Mark ""Technology, Music and Movies""",A good unit at a great price.  Worth a shot.,1107475200,Jabra EarBoom for phones with Universal 2.5mm Jack (Discontinued by Manufacturer)
B000056PYW,"[0, 0]",5,these are the very best quality at a AWESOME price.Save $20. over a cell phone company price.,"11 25, 2008",A2IY505RJ8S9L3,Randall S. Rogers,Jabra Earboom,1227571200,Jabra EarBoom for phones with Universal 2.5mm Jack (Discontinued by Manufacturer)
B000056PYW,"[0, 0]",2,These things were terrible.  The &#34;Boom&#34; would keep pulling the ear but out of my ear and I couldn't keep anything in place. The cord was very flimsy... It was just an all around bad buy.  Wouldn't do it again.,"11 25, 2007",AVP1NL6GYMVR,RDSWY4,Bad Idea... Bad Design...,1195948800,Jabra EarBoom for phones with Universal 2.5mm Jack (Discontinued by Manufacturer)
B00009WCAP,"[103, 121]",1,These things are just a confidence trick. They don't do a thing. They can't do a thing. If you believe these make your phone work better then you probably find the stripes down the side of cars make them go faster too.,"04 11, 2007",A377LPVLLAI42D,Chris,A tradiotional American CON JOB,1176249600,Cellular Innovations A-BOOSTER Universal Cell Phone Antenna Booster
B00009WCAP,"[2, 3]",1,"Come on Amazon, I can't really believe you are selling this under your own name!","10 10, 2010",A3L12XQ9R21O44,DeP,Really?,1286668800,Cellular Innovations A-BOOSTER Universal Cell Phone Antenna Booster
B00009WCAP,"[2, 3]",1,"This thing is a waste of paper, it doesn't give u any better reception. This is a total rip off in my book :-(","07 20, 2012",A8WLORLY0CZJN,Dominic2009,Waste of money!!,1342742400,Cellular Innovations A-BOOSTER Universal Cell Phone Antenna Booster
B00009WCAP,"[1, 1]",2,"I would like to say that this is not cheap junk, but it did nothing at all for my cell reception.On the other hand I have an iPhone with AT&T;, so it could be that combination doesn't work with it.It appears it worked for a few people with a different phone, so I am going to be generous and give it 2 stars, taking into account it could have been my unit.;-)","02 28, 2014",A2BYV7S1QP2YIG,"Dr. Oceanfront ""Oceanfront""",?? Does this work??,1393545600,Cellular Innovations A-BOOSTER Universal Cell Phone Antenna Booster
B00009WCAP,"[0, 0]",3,I gave it 3 stars because I was generously sent a bunch of these on only one order.  Otherwise I am not so sure that these work very well.  I have tried on 2 phones and the results have been inconclusive.,"05 3, 2014",A3VD2UQ6F88JA9,Efroun,okay for the price,1399075200,Cellular Innovations A-BOOSTER Universal Cell Phone Antenna Booster
B00009WCAP,"[0, 1]",1,Want to try one? They sell these at the dollar stores. It does nothing to improve your signal.,"05 13, 2010",A2XU6J41ZQOJ2V,"Gary in Sun City, AZ",Complete waste of money.,1273708800,Cellular Innovations A-BOOSTER Universal Cell Phone Antenna Booster
B00009WCAP,"[8, 10]",4,I set my phone down on my computer desk for 10 minutes and I checked the Signal Strength on my Droid X and it read -87 dBm. After putting the Universal Cell Phone Antenna Booster on the inside of my batter cover I set my phone in the exact same spot for 10 minutes and It read -83 dBm (closer the number to zero the better the reception). So I guess it works a little bit. Check out the picture I posted of the signal strength before and after.,"05 31, 2011",ARTCT91AX3SW1,Jamal,Weird That it works..... kinda,1306800000,Cellular Innovations A-BOOSTER Universal Cell Phone Antenna Booster
B00009WCAP,"[0, 0]",5,"DO NOT USE THIS THOUGH IF YOUR PHONE IS STILL UNDER WARRANTY CUZ US CELLULAR SAID IT VOIDED MY WARRANTY, BUT US CELLULAR IS THE WORST CELL PHONE CARRIER OUT THERE. I SHOULD NOT HAVE EVEN NEEDED THIS WITH A BRAND NEW SAMSUNG GALAXY S3 BUT I DID...THE INSTRUCTIONS COULD HAVE BEEN A LITTLE BETTER IS MY ONLY COMPLAINT","03 26, 2013",AR3D6FDZZ1D57,jen roberts,GREAT PRODUCT,1364256000,Cellular Innovations A-BOOSTER Universal Cell Phone Antenna Booster
B00009WCAP,"[0, 0]",5,"I've always had one of these on my phone. Had to get a new phone while on vacation and the service at my rental was terrible!!! Slapped one of these on and, I don't know if it's the power of suggestion, but my new phone works soooo much better!!!! Love these things! Recommend!!!","08 19, 2012",A2FD834RITVVXH,KCRanch,Powerful little thing...,1345334400,Cellular Innovations A-BOOSTER Universal Cell Phone Antenna Booster
B00009WCAP,"[0, 0]",1,"Didn't work, It did not work at all. I have a dead spot when I drive to work, where I totally lose the Signal. This device did not help at all. DO NOT WASTE your money on it. even for less than $2.00, its not worth anything.","12 8, 2013",ADRLYZ64HNP6K,mrjtg,"JUNK, WORTHLESS, DOES NOT WORK!!",1386460800,Cellular Innovations A-BOOSTER Universal Cell Phone Antenna Booster
B00009WCAP,"[0, 1]",4,"I bought tis booster for my phone because I needed better recepion, I tryed it and it made my phone come in a little better I would buy is product again, if fact I bought one for the whole family.","10 20, 2011",AOVCEB9VD6S21,"My Personal Credit Union ""Rose""",cellular innovations A- Booster,1319068800,Cellular Innovations A-BOOSTER Universal Cell Phone Antenna Booster
B00009WCAP,"[0, 0]",1,i cant say it works because i tryit for a long time on my iphone and it didnt made a difference at all...,"03 4, 2013",A34W7LZJU3QYN5,oscar,dont work,1362355200,Cellular Innovations A-BOOSTER Universal Cell Phone Antenna Booster
B00009WCAP,"[1, 3]",4,"It helped me get improved signal strength for cellular (phone) communications, but does nothing to improve my Android phone's 3G data signal or WiFi data signal. I didn't expect it to and I don't think it's design to improve 3G/Wifi so if that's what you're hoping for, forget it. If you want more bars... this works very well.","10 17, 2010",A2KDF6X8HNMPV6,Rob LaRosa,Good for cell signal but not 3G or WiFi,1287273600,Cellular Innovations A-BOOSTER Universal Cell Phone Antenna Booster
B00009WCAP,"[0, 0]",4,Order this product just to find out if it does work..and sure enough I was surprise that I get more bars reception  in my cell than I had before and the price is right.,"10 22, 2013",A30LFXOJOG6CHQ,roger,Antenna booster,1382400000,Cellular Innovations A-BOOSTER Universal Cell Phone Antenna Booster
B00009WCAP,"[0, 0]",2,"I purchased this for my sisters phone. She continually has calls dropped, so I got her this signal booster, and it hasn't made a bit of difference. I bought these before for my previous cell phones, and they really seemed to help. But apparently not so much anymore.","03 20, 2013",A2SCN90CGE0I55,Toni Duponr-Mora,Not like it used to be,1363737600,Cellular Innovations A-BOOSTER Universal Cell Phone Antenna Booster
B0000DYUZO,"[0, 0]",5,I bought this for my son and this is what he has to say: &#34;This is a great case and held my phone waterproof on a whole cold weekend trip. My whole pack got wet and this case kept my phone dry. I would recommend this to anyone who needs  tough waterproof case.&#34;,"02 2, 2013",A1Y3FQMUGHJKWL,"Adriana Adarve ""Jane Eyre Fan""",Great Case,1359763200,OtterBox Dry Box 3000 Series Waterproof Universal Case - Black
B0000DYUZO,"[0, 0]",5,I got this otterbox to hold my valuables at the pool this summer.  It is the perfect size for what I need and it is completely waterproof and crush proof.  I put some paper inside of it and held it under water and it was dry as a bone.  Then I had my 100 pound son stand on it and then me at nearly 200 pounds and it did not crack.,"05 2, 2013",A2VSNUK7YLRKRE,"F. Sasso ""Stupidity Should Hurt""",Great Safe!,1367452800,OtterBox Dry Box 3000 Series Waterproof Universal Case - Black
B0000DYUZO,"[0, 0]",5,"very durable, water tight, use this in my backpack to keep medical supplies dry, the clamps hold tight with a solid click when shut","01 8, 2014",A1AUPEZR1Y79MH,HCF,good product by otterbox,1389139200,OtterBox Dry Box 3000 Series Waterproof Universal Case - Black
B0000DYUZO,"[2, 3]",4,"This case works great! My wife and I are taking up kayaking and we needed some way to protect our phones. I have a samsung galaxy s2, she has a blackberry bold 9000. We each put our phones in our cases and immediately plunged them into the water to test to make sure they didn't leak. They worked perfectly! My wife even flipped her kayak and that was the true test, we righted it and checked the phone, dry as can be.I recommend these, i do wish there was some padding these came with as the phones do bang around inside a bit. I'll put my own inside, but for the price I think they could have included something.","06 9, 2012",A1ZU55TM45Y2R8,J. Haggard,Works great! Wish there was a little padding,1339200000,OtterBox Dry Box 3000 Series Waterproof Universal Case - Black
B0000DYUZO,"[4, 4]",3,The product is okay but could be better. The first problem I had was one of the latches came off immediately upon receipt of the item while trying to open it for the first time. One is easy to open but the other sticks so it requires some extra force to open. The latches are apparently designed to be removable so I was able to just slide it back in place but since it is so hard to unlatch I have pulled it totally off on three occasions now. I could just glue it in place but the fact that it is removable makes me wonder if the manufacturer is planning on it breaking eventually. Why else would it be designed so it can be easily removed?The second problem I had came after flying with it. There is no pressure release valve on it and after getting to my hotel I attempted to open this case and could not. I had to use a pocket knife to pry it open which is fine when I am on the ground but not so fine when I am on a plane where I am not allowed to have a knife. Upon returning home after another flight I was able to get the case open without my knife but it was not very easy. Since I bought it to keep some battery backups in for long flights it I don't think it will work for my needs.Edited to Add: So far I have not had any issues opening the box while on a plane. I still have problems after I land as sometimes it need to be pried open but at least while in the air it opens fine. I am still using it but be aware that if you fly with it you may need a tool to pry it open after landing.,"11 5, 2011",A36R0XYHEWP2LA,MW,"Okay, but not great.",1320451200,OtterBox Dry Box 3000 Series Waterproof Universal Case - Black
B0000DYUZO,"[1, 1]",5,"I have one of these filled with charging cables (both dock and lightning) for iPhones and iPads, car chargers, wall chargers and everything needed to power our mobile devices while traveling... conveniently placed and easy to grab if we're going anywhere, knowing all the while that we don't have to worry about forgetting anything or cannibalizing our cables from around the house. Keeps everything safe, secure and dry.","03 18, 2013",A12XU0XOX20S86,quietconundrum,"perfect for ""charge can""",1363564800,OtterBox Dry Box 3000 Series Waterproof Universal Case - Black
B0000SX3BK,"[8, 10]",1,"I recently moved to Phoenix, Arizona, and thought it a good time to get a new mobile phone.  A friend recommended Nextel, saying we'd use the direct connect function.  Cool.  So I ordered an i730 from Amazon.  After charging and activating and waiting the required day, I called to get my phone number.  It was a Palo Alto, CA, number!?  That's over 700 miles away!  An 11 hour drive to the next state.  No way close to a local number.  Nextel did not seem to understand or care.  &quot;It's the closest we have.&quot;  &quot;There are no 602 area code phone numbers left.&quot;  I begged for maybe a 480 number or anything that is a local call from here in Phoenix.  Nothing doing.  After a few more days and a few more calls to Nextel that went nowhere, I called Sprint (who have not been customer service stars to me in the past) and within four minutes had a local 602 Phoenix number working on my current Sprint phone.  I canceled the Nextel service.  They are charging me $35 (expected) plus $11.53 in taxes, fees and assessments &quot;we can't change&quot; for a couple of days when all I called was customer service.If you buy the phone, I hope Nextel has a local area code for you, because if they don't you are stuck for $46.53 and an Amazon return.  It was a pretty color screen though . . .","08 12, 2004",AHGGSY182427,Dave English,Nextel is a mess,1092268800,Motorola i730 Phone (Nextel)
B0000SX3BK,"[2, 6]",5,"And it was pretty much worth it (if you sign the plan and get the phone for $250). Otherwise it is a little pricey. The gain was enough to make me feel good about buying it though, and my plan was up anyway so no remorse there. It's difficult to tell from this picture if your i95 is any bigger - but it is less bulky. The features are the same but a little better. And of course GPS is nize.","12 6, 2003",A1KD8NJPZ01R37,doppelganger,swapped an i95cl for the .06 slimmer chassis of the i730,1070668800,Motorola i730 Phone (Nextel)
B0000SX3BK,"[4, 5]",5,"I've glanced at a few reviews and looked at the overall review for this phone, and think it's a little underrated.  I've had a couple weeks to try out mine, and the battery life with my usage is 3-4 days, and I use the phone for short calls about 5 times a day.  The phone doesn't squeak when squeezed, and all of the construction is tight (even the flip screen doesn't wiggle much).  I saw a few complaints about the weight of the phone, and even a complaint about the metal battery panel.  It's called quality, sometimes quality weighs a little, and if the phone makes your pants fall down when it's hooked onto your jeans, buy a belt.  The phone employs java applications, so you can download programs to fit your needs from nextel, at a cost.  You can also get them from third party sites, also ringtones, wallpaper, etc.  The phone uses GPS, can locate your approximate position for free, with software it can give you directions from one location to another for free (navigational software), called telenav.  The quality of the speakers and microphones on this phone is great.  The speakers can be loud enough to hear in different rooms of the house, or quiet enough you can barely hear them.  The sound is crisp, even on direct connect.  Also, an answer to the slams against nextel itself, don't listen to it.  The only problem is their tech support does not operate 24/7,  other than that their customer service is as good as any service based organization I've ever worked with.  This phone is full featured, it isn't exactly a PDA phone, but it's software capability and 65k color screen make it perform many of the same functions as a PDA.  Great phone, if nextel services your area, you won't be disappointed.","09 5, 2004",A2MLBUX9REGYUI,Dtho,Exceptional Quality,1094342400,Motorola i730 Phone (Nextel)
B0000SX3BK,"[5, 5]",5,"Other than the high initial cost (I got it before they put in a promotion, duh), i really love this compact and stylish phone.  It's the best Nextel has offered yet, although there's rumor that a camera phone is coming out soon.  If you can wait, wait a bit longer, otherwise for walkie-talkie style cellular, Nextel is the best.  No delays like with Verizon (up to 30 seconds!) or Sprint (10 secs).  Walkie-talkie that actually works where there's coverage.  I'm a happy customer.","01 22, 2004",A5JLAU2ARJ0BO,"Gadgester ""No Time, No Money""",very happy,1074729600,Motorola i730 Phone (Nextel)
B0000SX3BK,"[3, 6]",3,"I don't own this phone. I own the cheaper Motorola (Nextel) i710. I have many friends who own this phone though, although a few of them have since ""downgraded"" to the i710.The main reason I chose the i710 over this i730 was signal strength. the i710 consistently gets better signal the the i730 no matter which of my friends phones I compare it too. All my friends are on the same wireless plan from Nextel as I am, so I know its not service, it is definitely the phones.I can have full bars on my phone (5 including the little antennae icon) and my friends phone held right next to mine will have 2 or 3 bars. My phone gets signal in places their phones are ""Out of Service.""Now you might say that maybe my friend just has a dud phone. Well I have 4 friends who have the i730, 5 friends with the i710 and one with the i860, all from Nextel, and the i710's always have better signal compared to the i730's. The i860 gets as good a signal as the i710 (but its significantly more expensive too).I am not sure why two phones based on the same hardware and software have such drastic differences in signal. The only thing I can think of is some hardware added to give the i730 an external screen somehow interferes with the antennae hardware somehow.Other than signal strength compared to the cheaper and basically identical (except for external screen) i710, the i730 is a pretty good phone. Lots of features, solid and durable construction and good battery life. For me signal was more important that a silver case an an external screen but if you like those things the i730 is a decent phone to use.","04 15, 2005",AGZ8HQO485IL8,J. Decelles,"Not a bad phone, but the cheaper model gets better signal.",1113523200,Motorola i730 Phone (Nextel)
B0000SX3BK,"[3, 10]",5,"I have to say that this is a great phone and the Nextel service is great also.As for the review from the moron from Denver You need to have used it and the service before you open your mouth and make a fool of your self.People that review something and not have a clue just goes to show that stupid people should not breed.I have had the I90c,I95cl and the i730 and the 730 is great as for a alarm buy a clock if you need a alarm.The screen is a little smaller but the brilliant color makes up for it,the sound is as good as the other phones I have had.As for service I have had every carrier that is in the state of Colorado and Nextel is the best and for any one who is thinking of Verizon for push to talk well it sould be push to wait.If you want the best this phone and service is the best.","12 22, 2003",A10RMVX6EE90N6,"Morris Hanley ""Moe3754""",Great Phone,1072051200,Motorola i730 Phone (Nextel)
B0000WZWSI,"[4, 5]",3,"I will not hash over the things that many other wrote in their reviews, but mainly will focus on the problems that I've had with this phone over the course of 1 year that I've had it.1) Battery life is not nearly as good as advertised - lasts about 8 hours - but I admit to be using the phone often and need to swap batteries (have an extra one in the charger) because the wire charger would not charge the phone! (another story altogether) However, my cranky old Samsung (a generation prior to e415) used to last 2 full days on an extended battery with same or greater amt of use.2) Familiar problem - phone's earpiece is too quiet.3) Software's pure crap - the phonebook is not only not intuitive, it would save phone numbers under different people's names! No, not my mistake - checked this several times, and then spoke to a sales rep who said that this does indeed occur with this phone.4) Poor reception - the said Samsung had a much better reception in buildings. And it wasn't Sprint service either - T-mobile and Sprint are equivalently bad.5) Setup - very panful to readjust setup options/ringers.Overall, I don't like this phone at all. Very poor fundamentals - but it looks cool and has a (very useless, but still cool) camera.And, judging by Motorolas of my friends (Nextel models aside), I don't think I want to own another Motorola product. When's the new Treo coming out again...?","12 18, 2004",A1XI51PVLGMI8S,"Amazon Customer ""dimamal""",A phone with lots of room for improvement,1103328000,Iacocca: An Autobiography
B0000WZWSI,"[10, 10]",4,A phone which has got lots of very useful features and functions.Pros:Very Good reception. Works great inside buildings.Clear beautiful color screen and camera. One of the best out thereCons:The buttons are kind of small and needs getting used to.Little bulky if you compare it to a Samsung flip phones. But does things better than the Samsung.,"09 2, 2004",AYT67DOBF4BR2,"Aravind Babu ""aravind_babu""",A Very functional phone,1094083200,Iacocca: An Autobiography
B0000WZWSI,"[4, 5]",4,"The front screen went out on my S105 and T-Mobile wanted me to buy another phone since my warrenty was up.  From the deal I'm seeing on here, i wish i could have just canceled and got a new account, but thats too much effort.... anywho, my choices boiled down to getting the E105 or this v300.  I chose the v300 b/c of the extra gadgets (mainly the camera and speakerphone) even thought the rep said samsung users have a hard time getting used to the Motorola OS.She was wrong!  Navigation of this phone was a breath of fresh air!  i will say I preferred how the phone book was layed out better in the S105, but everything else is easier to use on this phone and the T-Zones is so much more functional!  I'm going to have to upgrade my plan to allow more internet usage! There also seems to be a much better seleciton of 3rd party applications and games for this phone which makes for better usability IMHO.Reception is the same as far as i can tell between the two (meaning signal strength).  Clarity is a tad better in the S105, but nothing worth chosing that over this.  If there is even the slightest background noise, they sound the same.  The S105 and this are almost identical in size, but the E105 was smaller... not a bid deal to me.Bottom line: If you are a prude about clarity and size, go with E105.  If you want more from a phone than just making calls, get the v300 (or higher).","09 15, 2004",A1H4IVXNXWWBLV,"Chilehead Photography ""Captured Moments are t...",Nice change from a Samsung S105,1095206400,Iacocca: An Autobiography
B0000WZWSI,"[3, 3]",4,"I've been using this phone for a few months now and have had a chance to use most of the features.  Most of them are pretty standard to cell phones these days, but a few things are worth commenting on:-Great speakerphone.  Very loud and clear sounding, both ways.-Decent battery life.  Almost lasts a week with minimal usage; 2 days with heavier use.-Battery meter is very inaccurate below 1/2 charge.  Seems chronic with Motorola phones.-Nice, clear display.  A bit hard to see in the brightest sunlight, but other than that, no problems.-Camera is of average quality at best.  Takes okay pictures for a new wallpaper, but that's about it.-Serious annoyance: One of the side buttons that remain exposed when the phone is closed controls the type of ring/vibrate.  It's very loud if you don't already have the phone on silent/vibrate only.  Basically, to quickly change to phone from a loud ring to silent--say in a theater--you have to make a loud noise.  Very short sighted.  And since the button is exposed even with the phone closed, you end up hitting it by accident quite a bit.Overall, I'm pretty happy with the phone.  I could've chosen a smaller phone with a better camera, but not with a speakerphone, or with speakerphone, but not at this price.  (...)  Can't beat it on value.","09 8, 2004",AUD0C37FRGAP5,davepy,"Pretty good phone, great value",1094601600,Iacocca: An Autobiography
B0000WZWSI,"[1, 3]",5,"First a quick confession: I do not like T-Mobile.  I had them before and hated their (lack of) coverage and bad service.That said, the v300 is a very good phone.  I won't rehash the long feature list here.  What I really like (after playing with a friend's) is the loud ringtones, the good reception (despite the lack of GSM coverage in Brooklyn), and the great styling.  This phone is not made by Motorola per se but by their Asian partner, maybe that explains the &quot;girlish&quot; styling, but it's still pretty cool.  Of course, the light weight and good battery life make it a stand-out.My favorite phone is still the Sanyo VM-4500 video camera walkie-talkie speakerphone cell phone for Sprint PCS...","02 18, 2004",A5JLAU2ARJ0BO,"Gadgester ""No Time, No Money""",Amazing phone,1077062400,Iacocca: An Autobiography
